posting_id,year,sector,region,job_family,firm_size,posting_title,posting_text,remote_label,applicant_interest,future_remote_badge
266,2024,retail,West,analysis,90,associate risk analyst,"associate risk analyst. The role supports retail teams through training support, compliance documentation, manager updates, warehouse shift, cloud records, quality checks. Candidates document workflows and coordinate with managers.",0,2.7142,0
267,2021,education,West,customer,90,associate customer success lead,"associate customer success lead. The role supports education teams through field visits, quality checks, training support. Candidates document workflows and coordinate with managers.",0,3.1215,0
268,2023,public,West,operations,1200,lead operations planner,"lead operations planner. The role supports public teams through manager updates, secure video calls, quality checks, distributed team, work from home, virtual meetings, customer follow up, data dashboards, cloud records. Candidates document workflows and coordinate with managers.",1,3.7642,1
269,2021,manufacturing,South,production,1200,associate warehouse lead,"associate warehouse lead. The role supports manufacturing teams through manager updates, asynchronous communication, flexible location, customer follow up. Candidates document workflows and coordinate with managers.",0,3.1803,0
270,2023,health,Midwest,production,3000,associate production technician,"associate production technician. The role supports health teams through shared workflow tools, quality checks, training support, physical equipment, team coordination, secure video calls, customer follow up. Candidates document workflows and coordinate with managers.",0,2.9489,0
271,2021,health,South,customer,450,senior customer success lead,"senior customer success lead. The role supports health teams through quality checks, shared workflow tools, cloud records, manager updates, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.1942,1
272,2023,retail,West,production,90,associate equipment operator,"associate equipment operator. The role supports retail teams through team coordination, compliance documentation, manager updates, online documentation, quality checks. Candidates document workflows and coordinate with managers.",0,2.6464,0
273,2023,public,West,production,450,senior equipment operator,"senior equipment operator. The role supports public teams through secure video calls, team coordination, compliance documentation, customer follow up, data dashboards, quality checks, asynchronous communication. Candidates document workflows and coordinate with managers.",1,3.5465,1
274,2024,education,Northeast,care,1200,associate clinic scheduler,"associate clinic scheduler. The role supports education teams through field visits, compliance documentation, case management software, in person service, team coordination. Candidates document workflows and coordinate with managers.",0,3.0181,0
275,2022,retail,South,production,40,associate production technician,"associate production technician. The role supports retail teams through compliance documentation, customer follow up, quality checks. Candidates document workflows and coordinate with managers.",0,2.5478,0
276,2023,finance,Midwest,production,1200,associate equipment operator,"associate equipment operator. The role supports finance teams through data dashboards, manager updates, shared workflow tools, physical equipment, customer follow up, field visits. Candidates document workflows and coordinate with managers.",0,3.2899,0
277,2024,manufacturing,South,customer,1200,lead service coordinator,"lead service coordinator. The role supports manufacturing teams through team coordination, quality checks, customer follow up, case management software, compliance documentation, on site presence, physical equipment. Candidates document workflows and coordinate with managers.",0,2.8184,0
278,2022,finance,Midwest,operations,40,senior operations planner,"senior operations planner. The role supports finance teams through cloud records, virtual meetings, work from home, home office, manager updates, team coordination, case management software, training support, quality checks. Candidates document workflows and coordinate with managers.",1,2.9105,1
279,2021,health,Midwest,administration,450,senior grants coordinator,"senior grants coordinator. The role supports health teams through cloud records, customer follow up, compliance documentation, distributed team, data dashboards. Candidates document workflows and coordinate with managers.",1,3.5063,1
280,2022,retail,West,operations,180,associate operations planner,"associate operations planner. The role supports retail teams through compliance documentation, field visits, training support, case management software, front desk coverage, manager updates, team coordination. Candidates document workflows and coordinate with managers.",0,3.0322,0
281,2021,public,West,analysis,3000,senior risk analyst,"senior risk analyst. The role supports public teams through manager updates, quality checks, cloud records, customer follow up, remote work, hybrid schedule, distributed team. Candidates document workflows and coordinate with managers.",1,3.5964,1
282,2023,manufacturing,West,customer,180,associate customer success lead,"associate customer success lead. The role supports manufacturing teams through online documentation, team coordination, work from home, manager updates, training support, cloud records. Candidates document workflows and coordinate with managers.",1,3.4076,0
283,2021,finance,Northeast,care,180,lead care coordinator,"lead care coordinator. The role supports finance teams through compliance documentation, warehouse shift, training support. Candidates document workflows and coordinate with managers.",0,2.8652,0
284,2021,manufacturing,West,customer,40,senior service coordinator,"senior service coordinator. The role supports manufacturing teams through online documentation, cloud records, remote work, data dashboards, quality checks, customer follow up. Candidates document workflows and coordinate with managers.",1,3.2128,0
285,2021,finance,West,production,180,senior equipment operator,"senior equipment operator. The role supports finance teams through compliance documentation, team coordination, home office. Candidates document workflows and coordinate with managers.",0,3.013,0
286,2024,retail,South,care,40,lead care coordinator,"lead care coordinator. The role supports retail teams through customer follow up, production floor, training support. Candidates document workflows and coordinate with managers.",0,2.6812,0
287,2021,finance,Midwest,care,450,lead care coordinator,"lead care coordinator. The role supports finance teams through virtual meetings, warehouse shift, secure video calls, cloud records, training support, physical equipment, field visits, team coordination, home office. Candidates document workflows and coordinate with managers.",1,3.5009,1
288,2021,health,South,production,90,senior equipment operator,"senior equipment operator. The role supports health teams through customer follow up, team coordination, manager updates. Candidates document workflows and coordinate with managers.",0,2.6854,0
289,2022,health,South,care,180,associate clinic scheduler,"associate clinic scheduler. The role supports health teams through production floor, case management software, front desk coverage, customer follow up, shared workflow tools, team coordination, warehouse shift, manager updates. Candidates document workflows and coordinate with managers.",0,3.1416,0
290,2023,retail,West,production,180,senior warehouse lead,"senior warehouse lead. The role supports retail teams through manager updates, physical equipment, training support, quality checks. Candidates document workflows and coordinate with managers.",0,2.7491,0
291,2024,retail,South,customer,90,associate client support associate,"associate client support associate. The role supports retail teams through compliance documentation, shared workflow tools, training support, customer follow up, quality checks, on site presence. Candidates document workflows and coordinate with managers.",0,2.6798,0
292,2022,manufacturing,Midwest,care,40,senior care coordinator,"senior care coordinator. The role supports manufacturing teams through case management software, front desk coverage, training support, compliance documentation, customer follow up, manager updates, on site presence. Candidates document workflows and coordinate with managers.",0,2.7329,0
293,2021,health,West,customer,180,senior customer success lead,"senior customer success lead. The role supports health teams through warehouse shift, manager updates, data dashboards, quality checks, shared workflow tools. Candidates document workflows and coordinate with managers.",0,3.1774,0
294,2022,manufacturing,Midwest,analysis,90,associate risk analyst,"associate risk analyst. The role supports manufacturing teams through team coordination, case management software, customer follow up, online documentation, training support, warehouse shift, manager updates. Candidates document workflows and coordinate with managers.",0,2.9416,0
295,2024,public,Midwest,operations,3000,senior program operations associate,"senior program operations associate. The role supports public teams through manager updates, shared workflow tools, distributed team, team coordination, training support, online documentation, cloud records, compliance documentation. Candidates document workflows and coordinate with managers.",1,3.1581,0
296,2022,manufacturing,West,analysis,180,senior risk analyst,"senior risk analyst. The role supports manufacturing teams through quality checks, data dashboards, compliance documentation, storefront support, on site presence, secure video calls, manager updates. Candidates document workflows and coordinate with managers.",0,3.303,0
297,2023,education,Northeast,customer,450,associate client support associate,"associate client support associate. The role supports education teams through quality checks, customer follow up, case management software, training support, on site presence, online documentation. Candidates document workflows and coordinate with managers.",0,3.3399,1
298,2024,manufacturing,Northeast,operations,3000,lead logistics coordinator,"lead logistics coordinator. The role supports manufacturing teams through compliance documentation, customer follow up, manager updates, team coordination, physical equipment. Candidates document workflows and coordinate with managers.",0,2.9416,0
299,2023,manufacturing,Midwest,analysis,450,associate risk analyst,"associate risk analyst. The role supports manufacturing teams through data dashboards, remote work, quality checks, compliance documentation, manager updates, field visits, production floor, home office, shared workflow tools, physical equipment, customer follow up. Candidates document workflows and coordinate with managers.",0,3.3157,0
300,2021,finance,West,care,40,associate patient support specialist,"associate patient support specialist. The role supports finance teams through physical equipment, warehouse shift, manager updates, quality checks. Candidates document workflows and coordinate with managers.",0,2.1636,0
301,2021,public,West,administration,450,associate administrative analyst,"associate administrative analyst. The role supports public teams through quality checks, customer follow up, on site presence, physical equipment, case management software. Candidates document workflows and coordinate with managers.",0,2.5571,0
302,2024,public,Northeast,analysis,40,associate policy analyst,"associate policy analyst. The role supports public teams through case management software, cloud records, team coordination, training support, shared workflow tools, manager updates. Candidates document workflows and coordinate with managers.",1,3.0169,1
303,2024,health,Midwest,production,1200,associate production technician,"associate production technician. The role supports health teams through compliance documentation, home office, quality checks, online documentation, customer follow up, cloud records, manager updates, distributed team. Candidates document workflows and coordinate with managers.",1,3.5305,1
304,2023,health,South,production,3000,senior warehouse lead,"senior warehouse lead. The role supports health teams through compliance documentation, team coordination, cloud records, shared workflow tools, training support. Candidates document workflows and coordinate with managers.",0,3.3172,0
305,2022,public,Midwest,administration,1200,senior grants coordinator,"senior grants coordinator. The role supports public teams through manager updates, storefront support, quality checks, in person service. Candidates document workflows and coordinate with managers.",0,2.5619,0
306,2023,education,Northeast,production,450,lead warehouse lead,"lead warehouse lead. The role supports education teams through storefront support, team coordination, in person service, training support, customer follow up. Candidates document workflows and coordinate with managers.",0,2.9882,0
307,2024,health,Midwest,analysis,90,senior risk analyst,"senior risk analyst. The role supports health teams through shared workflow tools, flexible location, virtual meetings, quality checks, training support, team coordination. Candidates document workflows and coordinate with managers.",1,3.0162,1
308,2023,public,South,production,180,associate equipment operator,"associate equipment operator. The role supports public teams through customer follow up, storefront support, in person service, distributed team, home office, team coordination, cloud records, training support, online documentation, case management software. Candidates document workflows and coordinate with managers.",1,3.4381,1
309,2023,retail,Midwest,analysis,3000,associate risk analyst,"associate risk analyst. The role supports retail teams through training support, storefront support, online documentation, customer follow up, manager updates, in person service, case management software. Candidates document workflows and coordinate with managers.",0,2.9787,0
310,2024,health,Northeast,production,40,associate equipment operator,"associate equipment operator. The role supports health teams through case management software, virtual meetings, compliance documentation, flexible location, work from home, quality checks. Candidates document workflows and coordinate with managers.",1,3.1319,1
311,2024,health,Midwest,customer,3000,lead service coordinator,"lead service coordinator. The role supports health teams through quality checks, compliance documentation, manager updates, home office, secure video calls, asynchronous communication, work from home, case management software. Candidates document workflows and coordinate with managers.",1,3.5021,1
312,2024,education,Northeast,administration,180,lead administrative analyst,"lead administrative analyst. The role supports education teams through shared workflow tools, remote work, team coordination, manager updates, case management software, training support, quality checks. Candidates document workflows and coordinate with managers.",1,3.0897,1
313,2024,manufacturing,Midwest,care,450,associate care coordinator,"associate care coordinator. The role supports manufacturing teams through online documentation, manager updates, warehouse shift, front desk coverage, quality checks, customer follow up, physical equipment, flexible location, team coordination. Candidates document workflows and coordinate with managers.",0,3.0016,0
314,2021,health,Northeast,administration,180,associate records manager,"associate records manager. The role supports health teams through compliance documentation, online documentation, manager updates, secure video calls, warehouse shift, asynchronous communication. Candidates document workflows and coordinate with managers.",1,3.2529,1
315,2023,education,South,operations,40,lead operations planner,"lead operations planner. The role supports education teams through in person service, quality checks, training support, field visits, physical equipment. Candidates document workflows and coordinate with managers.",0,2.7674,0
316,2022,retail,Northeast,production,450,associate equipment operator,"associate equipment operator. The role supports retail teams through compliance documentation, front desk coverage, training support, storefront support, manager updates, secure video calls, customer follow up. Candidates document workflows and coordinate with managers.",0,2.2289,0
317,2022,education,South,administration,90,associate administrative analyst,"associate administrative analyst. The role supports education teams through data dashboards, compliance documentation, storefront support, front desk coverage, warehouse shift, quality checks. Candidates document workflows and coordinate with managers.",0,2.983,0
318,2021,manufacturing,South,production,450,associate equipment operator,"associate equipment operator. The role supports manufacturing teams through customer follow up, physical equipment, virtual meetings, on site presence, production floor, compliance documentation. Candidates document workflows and coordinate with managers.",0,3.1506,0
319,2024,manufacturing,South,operations,90,lead logistics coordinator,"lead logistics coordinator. The role supports manufacturing teams through secure video calls, customer follow up, online documentation, manager updates, remote work, team coordination, compliance documentation, flexible location, shared workflow tools. Candidates document workflows and coordinate with managers.",1,2.973,1
320,2023,education,Northeast,production,90,senior warehouse lead,"senior warehouse lead. The role supports education teams through training support, manager updates, field visits, warehouse shift, compliance documentation, front desk coverage. Candidates document workflows and coordinate with managers.",0,2.4488,0
