case_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,program_area,region,case_text,benchmark_mismatch,benchmark_type,placement_score
49,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,bridge credential; digital intake coaching,"{""confidence"": 0.24, ""evidence"": [""bridge credential"", ""digital intake coaching""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential; digital intake coaching"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,West,"Workforce case note for union pathway. Counselor summary: bridge credential, digital intake coaching. Participant is considering office administration placement.",1,skill_gap,2.6288
50,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,no training barrier,"{""confidence"": 0.98, ""evidence"": [""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,workforce agency,Northeast,Workforce case note for workforce agency. Counselor summary: no training barrier. Participant is considering health support placement.,0,none,2.6255
50,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,no training barrier,"{""confidence"": 0.98, ""evidence"": [""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,workforce agency,Northeast,Workforce case note for workforce agency. Counselor summary: no training barrier. Participant is considering health support placement.,0,none,2.6255
51,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,Midwest,"Workforce case note for workforce agency. Counselor summary: ready for placement, no training barrier. Participant is considering logistics placement.",0,none,2.7284
51,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,Midwest,"Workforce case note for workforce agency. Counselor summary: ready for placement, no training barrier. Participant is considering logistics placement.",0,none,2.7284
52,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,3,informal experience; credential verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""informal experience"", ""credential verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: informal experience; credential verified; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Midwest,"Workforce case note for training voucher. Counselor summary: credential verified, no training barrier, informal experience. Participant is considering office administration placement.",0,none,2.8156
52,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,1,1,3,informal experience; credential verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""informal experience"", ""credential verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: informal experience; credential verified; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Midwest,"Workforce case note for training voucher. Counselor summary: credential verified, no training barrier, informal experience. Participant is considering office administration placement.",0,none,2.8156
53,rubric_v1,84fd6cb9b699257b,0,none,0.0291,0.9418,1,0,0,0,3,reciprocity unresolved; credential bridge; license verified,"{""confidence"": 0.9418, ""evidence"": [""reciprocity unresolved"", ""credential bridge"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.0291, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: reciprocity unresolved; credential bridge; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: license verified, reciprocity unresolved, credential bridge. Participant is considering office administration placement.",0,none,2.5472
53,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,3,reciprocity unresolved; credential bridge; license verified,"{""confidence"": 0.26, ""evidence"": [""reciprocity unresolved"", ""credential bridge"", ""license verified""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: reciprocity unresolved; credential bridge; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: license verified, reciprocity unresolved, credential bridge. Participant is considering office administration placement.",0,none,2.5472
54,rubric_v1,84fd6cb9b699257b,0,none,0.3018,0.3964,1,0,0,0,2,bridge credential; rapid upskilling,"{""confidence"": 0.3964, ""evidence"": [""bridge credential"", ""rapid upskilling""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: bridge credential; rapid upskilling"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,West,"Workforce case note for training voucher. Counselor summary: rapid upskilling, bridge credential. Participant is considering public service placement.",1,skill_gap,2.5002
54,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,bridge credential; rapid upskilling,"{""confidence"": 0.24, ""evidence"": [""bridge credential"", ""rapid upskilling""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential; rapid upskilling"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,West,"Workforce case note for training voucher. Counselor summary: rapid upskilling, bridge credential. Participant is considering public service placement.",1,skill_gap,2.5002
55,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.3836,0.2327,1,0,1,1,3,bridge credential; digital intake coaching; transitioning from adjacent role,"{""confidence"": 0.2327, ""evidence"": [""bridge credential"", ""digital intake coaching"", ""transitioning from adjacent role""], ""mismatch_label"": 1, ""mismatch_score"": 0.3836, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: bridge credential; digital intake coaching; transitioning from adjacent role"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Northeast,"Workforce case note for training voucher. Counselor summary: transitioning from adjacent role, bridge credential, digital intake coaching. Participant is considering public service placement.",1,skill_gap,2.7687
55,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.7109,0.4218,1,0,1,1,3,bridge credential; digital intake coaching; transitioning from adjacent role,"{""confidence"": 0.4218, ""evidence"": [""bridge credential"", ""digital intake coaching"", ""transitioning from adjacent role""], ""mismatch_label"": 1, ""mismatch_score"": 0.7109, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential; digital intake coaching; transitioning from adjacent role"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Northeast,"Workforce case note for training voucher. Counselor summary: transitioning from adjacent role, bridge credential, digital intake coaching. Participant is considering public service placement.",1,skill_gap,2.7687
56,rubric_v1,84fd6cb9b699257b,0,none,0.3018,0.3964,1,0,0,0,2,bridge credential; digital intake coaching,"{""confidence"": 0.3964, ""evidence"": [""bridge credential"", ""digital intake coaching""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: bridge credential; digital intake coaching"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,workforce agency,Midwest,"Workforce case note for workforce agency. Counselor summary: bridge credential, digital intake coaching. Participant is considering public service placement.",1,skill_gap,2.3238
56,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,bridge credential; digital intake coaching,"{""confidence"": 0.24, ""evidence"": [""bridge credential"", ""digital intake coaching""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential; digital intake coaching"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,workforce agency,Midwest,"Workforce case note for workforce agency. Counselor summary: bridge credential, digital intake coaching. Participant is considering public service placement.",1,skill_gap,2.3238
57,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,2,could benefit from coaching; ready for placement,"{""confidence"": 0.98, ""evidence"": [""could benefit from coaching"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: could benefit from coaching; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,"Workforce case note for union pathway. Counselor summary: ready for placement, could benefit from coaching. Participant is considering office administration placement.",0,none,3.0057
57,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,1,1,2,could benefit from coaching; ready for placement,"{""confidence"": 0.98, ""evidence"": [""could benefit from coaching"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: could benefit from coaching; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,"Workforce case note for union pathway. Counselor summary: ready for placement, could benefit from coaching. Participant is considering office administration placement.",0,none,3.0057
58,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,digital intake coaching,"{""confidence"": 0.5782, ""evidence"": [""digital intake coaching""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: digital intake coaching"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,Workforce case note for training voucher. Counselor summary: digital intake coaching. Participant is considering public service placement.,1,skill_gap,2.6776
58,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,digital intake coaching,"{""confidence"": 0.26, ""evidence"": [""digital intake coaching""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: digital intake coaching"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,Workforce case note for training voucher. Counselor summary: digital intake coaching. Participant is considering public service placement.,1,skill_gap,2.6776
59,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Midwest,"Workforce case note for city contractor. Counselor summary: schedule aligned, ready for placement. Participant is considering health support placement.",0,none,3.1932
59,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Midwest,"Workforce case note for city contractor. Counselor summary: schedule aligned, ready for placement. Participant is considering health support placement.",0,none,3.1932
60,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: schedule aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: schedule aligned, license verified. Participant is considering office administration placement.",0,none,2.9037
60,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: schedule aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: schedule aligned, license verified. Participant is considering office administration placement.",0,none,2.9037
61,rubric_v1,84fd6cb9b699257b,0,none,0.3018,0.3964,1,0,0,0,2,wraparound schedule; shift barrier,"{""confidence"": 0.3964, ""evidence"": [""wraparound schedule"", ""shift barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: wraparound schedule; shift barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: shift barrier, wraparound schedule. Participant is considering office administration placement.",1,schedule_gap,2.6967
61,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,wraparound schedule; shift barrier,"{""confidence"": 0.24, ""evidence"": [""wraparound schedule"", ""shift barrier""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: wraparound schedule; shift barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: shift barrier, wraparound schedule. Participant is considering office administration placement.",1,schedule_gap,2.6967
62,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,bridge credential,"{""confidence"": 0.5782, ""evidence"": [""bridge credential""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: bridge credential"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,Workforce case note for training voucher. Counselor summary: bridge credential. Participant is considering logistics placement.,1,skill_gap,2.5443
62,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,bridge credential,"{""confidence"": 0.26, ""evidence"": [""bridge credential""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,Workforce case note for training voucher. Counselor summary: bridge credential. Participant is considering logistics placement.,1,skill_gap,2.5443
63,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: schedule aligned, no training barrier. Participant is considering health support placement.",0,none,2.8862
63,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: schedule aligned, no training barrier. Participant is considering health support placement.",0,none,2.8862
64,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,credential bridge,"{""confidence"": 0.5782, ""evidence"": [""credential bridge""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential bridge"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,South,"Workforce case note for workforce agency. Counselor summary: paperwork credential pending, credential bridge. Participant is considering health support placement.",1,credential_gap,2.3915
64,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,credential bridge,"{""confidence"": 0.26, ""evidence"": [""credential bridge""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential bridge"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,South,"Workforce case note for workforce agency. Counselor summary: paperwork credential pending, credential bridge. Participant is considering health support placement.",1,credential_gap,2.3915
65,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,credential verified,"{""confidence"": 0.98, ""evidence"": [""credential verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Northeast,Workforce case note for city contractor. Counselor summary: credential verified. Participant is considering health support placement.,0,none,2.7834
65,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,credential verified,"{""confidence"": 0.98, ""evidence"": [""credential verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Northeast,Workforce case note for city contractor. Counselor summary: credential verified. Participant is considering health support placement.,0,none,2.7834
66,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,ready for placement,"{""confidence"": 0.98, ""evidence"": [""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Midwest,Workforce case note for union pathway. Counselor summary: ready for placement. Participant is considering office administration placement.,0,none,2.9414
66,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,ready for placement,"{""confidence"": 0.98, ""evidence"": [""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Midwest,Workforce case note for union pathway. Counselor summary: ready for placement. Participant is considering office administration placement.,0,none,2.9414
67,rubric_v1,84fd6cb9b699257b,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,West,Workforce case note for training voucher. Counselor summary: needs platform practice. Participant is considering logistics placement.,1,skill_gap,2.3915
67,transfer_adapted_v1,478b302efde69afe,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,West,Workforce case note for training voucher. Counselor summary: needs platform practice. Participant is considering logistics placement.,1,skill_gap,2.3915
68,rubric_v1,84fd6cb9b699257b,0,none,0.3018,0.3964,1,0,0,0,2,license bridge; credential bridge,"{""confidence"": 0.3964, ""evidence"": [""license bridge"", ""credential bridge""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license bridge; credential bridge"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,Midwest,"Workforce case note for union pathway. Counselor summary: license bridge, credential bridge. Participant is considering public service placement.",1,credential_gap,2.0877
68,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,license bridge; credential bridge,"{""confidence"": 0.24, ""evidence"": [""license bridge"", ""credential bridge""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: license bridge; credential bridge"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,Midwest,"Workforce case note for union pathway. Counselor summary: license bridge, credential bridge. Participant is considering public service placement.",1,credential_gap,2.0877
69,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,"Workforce case note for city contractor. Counselor summary: license verified, credential verified. Participant is considering logistics placement.",0,none,2.9926
69,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,credential verified; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential verified; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,"Workforce case note for city contractor. Counselor summary: license verified, credential verified. Participant is considering logistics placement.",0,none,2.9926
70,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,rapid upskilling,"{""confidence"": 0.5782, ""evidence"": [""rapid upskilling""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: rapid upskilling"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,West,"Workforce case note for community college. Counselor summary: rapid upskilling, needs platform practice. Participant is considering public service placement.",1,skill_gap,2.4211
70,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,rapid upskilling,"{""confidence"": 0.26, ""evidence"": [""rapid upskilling""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: rapid upskilling"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,West,"Workforce case note for community college. Counselor summary: rapid upskilling, needs platform practice. Participant is considering public service placement.",1,skill_gap,2.4211
71,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Northeast,"Workforce case note for community college. Counselor summary: license verified, no training barrier. Participant is considering logistics placement.",0,none,3.2299
71,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Northeast,"Workforce case note for community college. Counselor summary: license verified, no training barrier. Participant is considering logistics placement.",0,none,3.2299
72,rubric_v1,84fd6cb9b699257b,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,West,Workforce case note for training voucher. Counselor summary: bus route barrier. Participant is considering office administration placement.,1,schedule_gap,2.5219
72,transfer_adapted_v1,478b302efde69afe,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,West,Workforce case note for training voucher. Counselor summary: bus route barrier. Participant is considering office administration placement.,1,schedule_gap,2.5219
73,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,ready for placement,"{""confidence"": 0.98, ""evidence"": [""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,Workforce case note for city contractor. Counselor summary: ready for placement. Participant is considering office administration placement.,0,none,2.9382
73,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,ready for placement,"{""confidence"": 0.98, ""evidence"": [""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,Workforce case note for city contractor. Counselor summary: ready for placement. Participant is considering office administration placement.,0,none,2.9382
