doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
80,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,1,1,4,could benefit from coaching; completed onboarding; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""could benefit from coaching"", ""completed onboarding"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: could benefit from coaching; completed onboarding; ready for placement; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,Midwest,administration,job-match memo,records manager,"job-match memo. Job: records manager in technology. Record note: completed onboarding, could benefit from coaching, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.8867,3.208
80,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,4,could benefit from coaching; completed onboarding; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""could benefit from coaching"", ""completed onboarding"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: could benefit from coaching; completed onboarding; ready for placement; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,Midwest,administration,job-match memo,records manager,"job-match memo. Job: records manager in technology. Record note: completed onboarding, could benefit from coaching, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.8867,3.208
80,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,1,1,4,could benefit from coaching; completed onboarding; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""could benefit from coaching"", ""completed onboarding"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: could benefit from coaching; completed onboarding; ready for placement; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,Midwest,administration,job-match memo,records manager,"job-match memo. Job: records manager in technology. Record note: completed onboarding, could benefit from coaching, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.8867,3.208
81,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,credential missing; permit not current; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""credential missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential missing; permit not current; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,South,care,case review,care coordinator,"case review. Job: care coordinator in technology. Record note: permit not current, credential missing. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,credential_gap,0.6809,2.9284
81,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,credential missing; permit not current; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""credential missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential missing; permit not current; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,South,care,case review,care coordinator,"case review. Job: care coordinator in technology. Record note: permit not current, credential missing. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,credential_gap,0.6809,2.9284
81,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,credential missing; permit not current; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""credential missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential missing; permit not current; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,technology,South,care,case review,care coordinator,"case review. Job: care coordinator in technology. Record note: permit not current, credential missing. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,credential_gap,0.6809,2.9284
82,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,license not held; license pending; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""license not held"", ""license pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: license not held; license pending; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,production,job-match memo,equipment operator,"job-match memo. Job: equipment operator in manufacturing. Record note: ready for placement, license pending, license not held. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.535,2.7056
82,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,license not held; license pending; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""license not held"", ""license pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license not held; license pending; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,production,job-match memo,equipment operator,"job-match memo. Job: equipment operator in manufacturing. Record note: ready for placement, license pending, license not held. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.535,2.7056
82,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,license not held; license pending; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""license not held"", ""license pending"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: license not held; license pending; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,production,job-match memo,equipment operator,"job-match memo. Job: equipment operator in manufacturing. Record note: ready for placement, license pending, license not held. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.535,2.7056
83,conservative_v1,1c131bdb821c277b,1,credential_gap,0.4155,0.1691,1,0,1,1,4,credential missing; clearance pending; partial fit; ready for placement,"{""confidence"": 0.1691, ""evidence"": [""credential missing"", ""clearance pending"", ""partial fit"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4155, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential missing; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in manufacturing. Record note: credential missing, partial fit, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.7195,2.5947
83,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.52,0.04,1,0,1,1,4,credential missing; clearance pending; partial fit; ready for placement,"{""confidence"": 0.04, ""evidence"": [""credential missing"", ""clearance pending"", ""partial fit"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.52, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential missing; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in manufacturing. Record note: credential missing, partial fit, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.7195,2.5947
83,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.6655,0.3309,1,0,1,1,4,credential missing; clearance pending; partial fit; ready for placement,"{""confidence"": 0.3309, ""evidence"": [""credential missing"", ""clearance pending"", ""partial fit"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.6655, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential missing; clearance pending; partial fit; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,South,operations,job-match memo,program operations associate,"job-match memo. Job: program operations associate in manufacturing. Record note: credential missing, partial fit, clearance pending. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.7195,2.5947
84,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,1,1,4,credential missing; may need support; completed onboarding; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential missing"", ""may need support"", ""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential missing; may need support; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,case review,intake specialist,"case review. Job: intake specialist in retail. Record note: credential missing, may need support, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4201,3.0864
84,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,4,credential missing; may need support; completed onboarding; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential missing"", ""may need support"", ""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential missing; may need support; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,case review,intake specialist,"case review. Job: intake specialist in retail. Record note: credential missing, may need support, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4201,3.0864
84,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,1,1,4,credential missing; may need support; completed onboarding; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""credential missing"", ""may need support"", ""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential missing; may need support; completed onboarding; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,South,customer,case review,intake specialist,"case review. Job: intake specialist in retail. Record note: credential missing, may need support, completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,credential_gap,0.4201,3.0864
85,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,ready for placement; schedule aligned; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,operations,case review,operations planner,"case review. Job: operations planner in public. Record note: license verified, no training barrier, schedule aligned. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.444,3.3223
85,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,4,ready for placement; schedule aligned; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,operations,case review,operations planner,"case review. Job: operations planner in public. Record note: license verified, no training barrier, schedule aligned. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.444,3.3223
85,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,4,ready for placement; schedule aligned; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,public,South,operations,case review,operations planner,"case review. Job: operations planner in public. Record note: license verified, no training barrier, schedule aligned. Applicant history includes recent training. Manager asks whether the match is ready for placement.",0,none,0.444,3.3223
86,conservative_v1,1c131bdb821c277b,0,none,0.3018,0.3964,1,0,0,0,3,upskilling required; not familiar with dashboards; ready for placement,"{""confidence"": 0.3964, ""evidence"": [""upskilling required"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: upskilling required; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, not familiar with dashboards. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.6007,3.2472
86,rubric_v1,84fd6cb9b699257b,1,skill_gap,0.3473,0.3055,1,0,0,0,3,upskilling required; not familiar with dashboards; ready for placement,"{""confidence"": 0.3055, ""evidence"": [""upskilling required"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3473, ""mismatch_type"": ""skill_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: upskilling required; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, not familiar with dashboards. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.6007,3.2472
86,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.4155,0.1691,1,0,0,0,3,upskilling required; not familiar with dashboards; ready for placement,"{""confidence"": 0.1691, ""evidence"": [""upskilling required"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4155, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: upskilling required; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, not familiar with dashboards. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,skill_gap,0.6007,3.2472
87,conservative_v1,1c131bdb821c277b,0,none,0.0291,0.9418,1,0,0,0,4,needs forklift; certification not current; ready for placement; no training barrier,"{""confidence"": 0.9418, ""evidence"": [""needs forklift"", ""certification not current"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.0291, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: needs forklift; certification not current; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,administration,resume screen,program assistant,"resume screen. Job: program assistant in manufacturing. Record note: needs forklift, certification not current, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.348,3.3963
87,rubric_v1,84fd6cb9b699257b,0,none,0.12,0.76,1,0,0,0,4,needs forklift; certification not current; ready for placement; no training barrier,"{""confidence"": 0.76, ""evidence"": [""needs forklift"", ""certification not current"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: needs forklift; certification not current; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,administration,resume screen,program assistant,"resume screen. Job: program assistant in manufacturing. Record note: needs forklift, certification not current, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.348,3.3963
87,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.2564,0.4873,1,0,0,0,4,needs forklift; certification not current; ready for placement; no training barrier,"{""confidence"": 0.4873, ""evidence"": [""needs forklift"", ""certification not current"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 1, ""mismatch_score"": 0.2564, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs forklift; certification not current; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,administration,resume screen,program assistant,"resume screen. Job: program assistant in manufacturing. Record note: needs forklift, certification not current, no training barrier. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.348,3.3963
88,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,1,1,2,informal experience; ready for placement,"{""confidence"": 0.98, ""evidence"": [""informal experience"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,care,resume screen,care coordinator,"resume screen. Job: care coordinator in public. Record note: ready for placement, informal experience. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.1577,3.1832
88,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,2,informal experience; ready for placement,"{""confidence"": 0.98, ""evidence"": [""informal experience"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,care,resume screen,care coordinator,"resume screen. Job: care coordinator in public. Record note: ready for placement, informal experience. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.1577,3.1832
88,expansive_v1,64f2e45d522fc7f6,0,none,0.0745,0.8509,1,0,1,1,2,informal experience; ready for placement,"{""confidence"": 0.8509, ""evidence"": [""informal experience"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,public,West,care,resume screen,care coordinator,"resume screen. Job: care coordinator in public. Record note: ready for placement, informal experience. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.1577,3.1832
89,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,administration,case review,program assistant,case review. Job: program assistant in retail. Record note: credential verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.5148,3.4247
89,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,administration,case review,program assistant,case review. Job: program assistant in retail. Record note: credential verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.5148,3.4247
89,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,credential verified; ready for placement,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,retail,South,administration,case review,program assistant,case review. Job: program assistant in retail. Record note: credential verified. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.5148,3.4247
90,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,technology,South,production,case review,equipment operator,"case review. Job: equipment operator in technology. Record note: completed onboarding, skills aligned. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6304,3.2758
90,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,technology,South,production,case review,equipment operator,"case review. Job: equipment operator in technology. Record note: completed onboarding, skills aligned. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6304,3.2758
90,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,completed onboarding; ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,technology,South,production,case review,equipment operator,"case review. Job: equipment operator in technology. Record note: completed onboarding, skills aligned. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.6304,3.2758
91,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,credential missing; degree requirement unmet; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""credential missing"", ""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential missing; degree requirement unmet; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,care,resume screen,care coordinator,"resume screen. Job: care coordinator in manufacturing. Record note: degree requirement unmet, credential missing, ready for placement. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7315,3.076
91,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,credential missing; degree requirement unmet; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""credential missing"", ""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential missing; degree requirement unmet; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,care,resume screen,care coordinator,"resume screen. Job: care coordinator in manufacturing. Record note: degree requirement unmet, credential missing, ready for placement. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7315,3.076
91,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,credential missing; degree requirement unmet; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""credential missing"", ""degree requirement unmet"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential missing; degree requirement unmet; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Northeast,care,resume screen,care coordinator,"resume screen. Job: care coordinator in manufacturing. Record note: degree requirement unmet, credential missing, ready for placement. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.7315,3.076
92,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,public,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in public. Record note: license verified, credential verified, no training barrier. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.4154,3.21
92,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,4,credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,public,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in public. Record note: license verified, credential verified, no training barrier. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.4154,3.21
92,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,4,credential verified; ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,public,Midwest,administration,resume screen,grants coordinator,"resume screen. Job: grants coordinator in public. Record note: license verified, credential verified, no training barrier. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.4154,3.21
